contract_id,filename,true_label,true_honeypot_type,parse_success,raw_response,explanation,deception_risk_score,suspicious_patterns,hidden_conditions,withdrawal_possible_for_non_owner,honeypot_type,is_honeypot
0x92e63be3a88df80f64ba4f829dd7ddf97e8b750b,hp_011.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the contract balance can be silently inflated by the owner, making the condition in the Later function impossible to satisfy""],
  ""suspicious_patterns"": [""hardcoded owner address"", ""state variable declared before functions""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to withdraw funds. The Later function has a condition that requires the sender to send at least the current contract balance, which can be topped up by the owner at any time. This makes it practically unachievable for victims to satisfy the condition and withdraw funds.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to withdraw funds. The Later function has a condition that requires the sender to send at least the current contract balance, which can be topped up by the owner at any time. This makes it practically unachievable for victims to satisfy the condition and withdraw funds.",8.0,"['hardcoded owner address', 'state variable declared before functions']","['the contract balance can be silently inflated by the owner, making the condition in the Later function impossible to satisfy']",False,balance_disorder,True
0x9cdfd805d73b4837bf3f7b2296996aaecc881e86,hp_012.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the contract balance must be exceeded by the sender's value"", ""the sender must know the correct pin code""],
  ""suspicious_patterns"": [""payable function with no clear purpose"", ""requirement to send money to prevent random guesses""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the sender must send a value greater than or equal to the contract's balance to withdraw funds. This condition is practically unachievable once the owner tops up the balance, making it a likely honeypot.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the sender must send a value greater than or equal to the contract's balance to withdraw funds. This condition is practically unachievable once the owner tops up the balance, making it a likely honeypot.",8.0,"['payable function with no clear purpose', 'requirement to send money to prevent random guesses']","[""the contract balance must be exceeded by the sender's value"", 'the sender must know the correct pin code']",False,balance_disorder,True
0x9efc7a38552e63534a8e9b9558adabd73297f91d,hp_013.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""requirement for msg.value to exceed this.balance in Guess function"", ""owner can silently inflate contract balance""],
  ""suspicious_patterns"": [""hardcoded condition in Guess function"", ""owner-only withdrawal""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the requirement for msg.value to exceed this.balance in the Guess function makes it practically unachievable for victims to satisfy the winning condition, especially since the owner can silently inflate the contract balance. The contract's design allows the owner to drain all deposited Ether while preventing victims from successfully claiming funds. The Guess function's condition is also suspicious, as it requires a specific calculation to match the SecretNumber, making it difficult for victims to win.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the requirement for msg.value to exceed this.balance in the Guess function makes it practically unachievable for victims to satisfy the winning condition, especially since the owner can silently inflate the contract balance. The contract's design allows the owner to drain all deposited Ether while preventing victims from successfully claiming funds. The Guess function's condition is also suspicious, as it requires a specific calculation to match the SecretNumber, making it difficult for victims to win.",8.0,"['hardcoded condition in Guess function', 'owner-only withdrawal']","['requirement for msg.value to exceed this.balance in Guess function', 'owner can silently inflate contract balance']",False,balance_disorder,True
0x9f54d912a029380f2743aaf4ddd28c3f207cd719,hp_014.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""owner can silently inflate the contract balance by sending Ether, making the condition msg.value >= this.balance impossible to satisfy""],
  ""suspicious_patterns"": [""payable fallback function"", ""owner can drain contract funds using kill function""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for victims to satisfy the condition msg.value >= this.balance and claim the funds. The payable fallback function and the kill function that allows the owner to drain contract funds also raise suspicions. The contract's design makes it unlikely for non-owners to successfully withdraw funds.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for victims to satisfy the condition msg.value >= this.balance and claim the funds. The payable fallback function and the kill function that allows the owner to drain contract funds also raise suspicions. The contract's design makes it unlikely for non-owners to successfully withdraw funds.",8.0,"['payable fallback function', 'owner can drain contract funds using kill function']","['owner can silently inflate the contract balance by sending Ether, making the condition msg.value >= this.balance impossible to satisfy']",False,balance_disorder,True
0xc7e4a9147601fdbc7d1c2fb8b6c2ffcb2469f293,hp_015.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the contract balance can be silently inflated by the owner, making the condition msg.value >= this.balance impossible to satisfy""],
  ""suspicious_patterns"": [""state variable Owner declared before functions, but can be used to restrict access"", ""require statement in Withdraw function restricts access to owner only""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the Guess function. The contract's design restricts access to the owner, and the Guess function's conditions are practically unachievable once the owner tops up the balance. This suggests that the contract is designed to trap victim funds.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the Guess function. The contract's design restricts access to the owner, and the Guess function's conditions are practically unachievable once the owner tops up the balance. This suggests that the contract is designed to trap victim funds.",8.0,"['state variable Owner declared before functions, but can be used to restrict access', 'require statement in Withdraw function restricts access to owner only']","['the contract balance can be silently inflated by the owner, making the condition msg.value >= this.balance impossible to satisfy']",False,balance_disorder,True
0xc9c8ef2588647e6f5acb6aaee637264d2632609d,hp_016.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the contract balance can be silently inflated by the owner, making the condition msg.value >= this.balance impossible to satisfy""],
  ""suspicious_patterns"": [""state variable Owner declared before functions, but can be used to restrict access"", ""require statement in Withdraw function restricts access to owner only""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition msg.value >= this.balance and withdraw funds. The contract's design restricts access to the owner, and the Guess function's conditions are practically unachievable once the owner tops up the balance. This suggests that the contract is designed to trap victim funds.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition msg.value >= this.balance and withdraw funds. The contract's design restricts access to the owner, and the Guess function's conditions are practically unachievable once the owner tops up the balance. This suggests that the contract is designed to trap victim funds.",8.0,"['state variable Owner declared before functions, but can be used to restrict access', 'require statement in Withdraw function restricts access to owner only']","['the contract balance can be silently inflated by the owner, making the condition msg.value >= this.balance impossible to satisfy']",False,balance_disorder,True
0xdf77e4a81fba17e0cc39dba521aa4167f388ed7c,hp_017.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the contract balance can be silently inflated by the owner, making the condition in the multiplicate function impossible to satisfy""],
  ""suspicious_patterns"": [""state variable declared before functions"", ""hardcoded owner address"", ""transfer to owner in withdraw function""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the multiplicate function. The contract only allows the owner to withdraw funds, and the multiplicate function can be used to trap victim funds. The contract's design suggests that it is intended to deceive users into sending Ether.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the multiplicate function. The contract only allows the owner to withdraw funds, and the multiplicate function can be used to trap victim funds. The contract's design suggests that it is intended to deceive users into sending Ether.",8.0,"['state variable declared before functions', 'hardcoded owner address', 'transfer to owner in withdraw function']","['the contract balance can be silently inflated by the owner, making the condition in the multiplicate function impossible to satisfy']",False,balance_disorder,True
0xe0527863df8abcb3caca7da329eb9c747822aa98,hp_018.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the contract balance can be silently inflated by the owner, making the condition in the multiplicate function impossible to satisfy""],
  ""suspicious_patterns"": [""hardcoded owner address"", ""state variable declared before functions""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance_disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the multiplicate function. The contract's design allows the owner to drain all deposited Ether, while preventing victims from successfully withdrawing funds. The presence of a payable entry point with a win condition that requires msg.value to exceed the contract's current balance raises significant deception concerns.""
}","The contract appears to be a honeypot due to the balance_disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the multiplicate function. The contract's design allows the owner to drain all deposited Ether, while preventing victims from successfully withdrawing funds. The presence of a payable entry point with a win condition that requires msg.value to exceed the contract's current balance raises significant deception concerns.",8.0,"['hardcoded owner address', 'state variable declared before functions']","['the contract balance can be silently inflated by the owner, making the condition in the multiplicate function impossible to satisfy']",False,balance_disorder,True
0xe26e90598190a98c92c75204c9a4ecfe5983f8e0,hp_019.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the contract balance must be exceeded by the sender's value to trigger a payout, but the owner can silently inflate the contract balance""],
  ""suspicious_patterns"": [""state variable declared before functions"", ""require statement restricting withdrawal to owner only"", ""transfer to owner in withdraw function""],
  ""explanation"": ""The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the multiplicate function. The contract's design restricts withdrawal to the owner only, and the multiplicate function's condition is practically unachievable once the owner tops up the balance. This suggests that the contract is intended to trap victim funds.""
}","The contract appears to be a honeypot due to the balance disorder deception type, where the owner can silently inflate the contract balance, making it impossible for non-owners to satisfy the condition in the multiplicate function. The contract's design restricts withdrawal to the owner only, and the multiplicate function's condition is practically unachievable once the owner tops up the balance. This suggests that the contract is intended to trap victim funds.",8.0,"['state variable declared before functions', 'require statement restricting withdrawal to owner only', 'transfer to owner in withdraw function']","[""the contract balance must be exceeded by the sender's value to trigger a payout, but the owner can silently inflate the contract balance""]",False,balance_disorder,True
0xfd1e3d3e641f224ce8e1117866cf3f01ed2d5d9f,hp_020.sol,honeypot,balance_disorder,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""balance_disorder"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""the condition msg.value > this.balance is practically unachievable once the owner tops up the balance""],
  ""suspicious_patterns"": [""the owner can silently inflate the contract balance"", ""the guess function has a condition that is difficult to satisfy""],
  ""explanation"": ""The contract is a honeypot because the condition msg.value > this.balance in the guess function is practically unachievable once the owner tops up the balance, preventing non-owners from withdrawing funds. The owner can silently inflate the contract balance, making it impossible for victims to satisfy the winning condition. The contract's design allows the owner to drain all deposited Ether.""
}","The contract is a honeypot because the condition msg.value > this.balance in the guess function is practically unachievable once the owner tops up the balance, preventing non-owners from withdrawing funds. The owner can silently inflate the contract balance, making it impossible for victims to satisfy the winning condition. The contract's design allows the owner to drain all deposited Ether.",8.0,"['the owner can silently inflate the contract balance', 'the guess function has a condition that is difficult to satisfy']",['the condition msg.value > this.balance is practically unachievable once the owner tops up the balance'],False,balance_disorder,True
0x0595d187cac88f04466371eff3a6b6d1b12fb013,hp_021.sol,honeypot,hidden_state,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""hidden_state"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""The contract's state variables are declared after the functions that reference them, making them invisible to casual readers"", ""The deployer can update the 'reciver' and 'hashPass' variables at will to lock out victims""],
  ""suspicious_patterns"": [""state variables declared after functions"", ""hardcoded conditions for withdrawal""],
  ""explanation"": ""The contract appears to be a honeypot due to its use of hidden state variables and hardcoded conditions for withdrawal, making it difficult for non-owners to successfully withdraw funds. The deployer can silently update the 'reciver' and 'hashPass' variables to lock out victims, and the contract's design allows for the owner to drain all deposited Ether.""
}","The contract appears to be a honeypot due to its use of hidden state variables and hardcoded conditions for withdrawal, making it difficult for non-owners to successfully withdraw funds. The deployer can silently update the 'reciver' and 'hashPass' variables to lock out victims, and the contract's design allows for the owner to drain all deposited Ether.",8.0,"['state variables declared after functions', 'hardcoded conditions for withdrawal']","[""The contract's state variables are declared after the functions that reference them, making them invisible to casual readers"", ""The deployer can update the 'reciver' and 'hashPass' variables at will to lock out victims""]",False,hidden_state,True
0x062e659a3c8991bc1739e72c68edb9ac7b5a8ca7,hp_022.sol,honeypot,hidden_state,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""hidden_state"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""The contract owner can start the game and set the result, making it impossible for others to win"", ""The owner can stop the game and claim all funds""],
  ""suspicious_patterns"": [""state variable 'rouletteOwner' declared after functions"", ""function 'StartRoulette' allows owner to set the result""],
  ""explanation"": ""The contract appears to be a honeypot due to the 'hidden_state' deception type, where the owner can manipulate the game state to prevent others from winning. The 'rouletteOwner' variable is used to control access to the game, and the 'StartRoulette' function allows the owner to set the result, making it impossible for others to win. The 'StopGame' function also allows the owner to claim all funds, further indicating a honeypot.""
}","The contract appears to be a honeypot due to the 'hidden_state' deception type, where the owner can manipulate the game state to prevent others from winning. The 'rouletteOwner' variable is used to control access to the game, and the 'StartRoulette' function allows the owner to set the result, making it impossible for others to win. The 'StopGame' function also allows the owner to claim all funds, further indicating a honeypot.",8.0,"[""state variable 'rouletteOwner' declared after functions"", ""function 'StartRoulette' allows owner to set the result""]","['The contract owner can start the game and set the result, making it impossible for others to win', 'The owner can stop the game and claim all funds']",False,hidden_state,True
0x064656852581472f9b315fea4730fe18fb7c579a,hp_023.sol,honeypot,hidden_state,True,"{
  ""deception_risk_score"": 8,
  ""is_honeypot"": true,
  ""honeypot_type"": ""hidden_state"",
  ""withdrawal_possible_for_non_owner"": false,
  ""hidden_conditions"": [""responseHash can be updated by the questionSender in the newGame function, preventing non-owners from winning"", ""only the questionSender can end the game and claim the balance""],
  ""suspicious_patterns"": [""state variable questionSender declared before functions but can be updated by the deployer"", ""fallback function allows the contract to receive Ether without any restrictions""],
  ""explanation"": ""The contract appears to be a honeypot due to the hidden state variable questionSender, which can be updated by the deployer to prevent non-owners from winning. The newGame function allows the questionSender to update the responseHash, making it impossible for non-owners to satisfy the winning condition.""
}","The contract appears to be a honeypot due to the hidden state variable questionSender, which can be updated by the deployer to prevent non-owners from winning. The newGame function allows the questionSender to update the responseHash, making it impossible for non-owners to satisfy the winning condition.",8.0,"['state variable questionSender declared before functions but can be updated by the deployer', 'fallback function allows the contract to receive Ether without any restrictions']","['responseHash can be updated by the questionSender in the newGame function, preventing non-owners from winning', 'only the questionSender can end the game and claim the balance']",False,hidden_state,True
0x0684a256b8a6434cf10ee81bc1bcdcbba3365daa,hp_024.sol,honeypot,hidden_state,True,"{
  ""deception_risk_score"": 6,
  ""is_honeypot"": false,
  ""honeypot_type"": ""none"",
  ""withdrawal_possible_for_non_owner"": true,
  ""hidden_conditions"": [""require(msg.sender == tx.origin)"", ""msg.value > 1 ether""],
  ""suspicious_patterns"": [""require(msg.sender == tx.origin)"", ""fallback function is payable""],
  ""explanation"": ""The contract appears to be a simple game where users can submit answers to a question and win the contract's balance if their answer is correct. The contract has some suspicious patterns, such as the requirement that the sender must be the transaction origin and the fallback function being payable, but it does not exhibit any of the classic honeypot deception types. The contract's logic is relatively straightforward, and non-owners can potentially withdraw funds if they provide the correct answer.""
}","The contract appears to be a simple game where users can submit answers to a question and win the contract's balance if their answer is correct. The contract has some suspicious patterns, such as the requirement that the sender must be the transaction origin and the fallback function being payable, but it does not exhibit any of the classic honeypot deception types. The contract's logic is relatively straightforward, and non-owners can potentially withdraw funds if they provide the correct answer.",6.0,"['require(msg.sender == tx.origin)', 'fallback function is payable']","['require(msg.sender == tx.origin)', 'msg.value > 1 ether']",True,none,False
